Genre,Artist,Song,Lyric
Metal,Acrid Semblance,Quest For Spirituality,"[Lyrics:Anubhav, Music:Vikas]

On our way to our final destinyâ¦
We see our days closing soonâ¦
We search for reasons,
To why we existâ¦
Just couldn't find the right answers insideâ¦

[Chorus:]
As I Quest For Spirituality
I see the lightâ¦
The halo of the dark inside
As we search for the end to all of this 
We fall deep into pit we made for itâ¦
We close our eyes to our doom
And thus we fall more and more deep inâ¦

As we search for a guiding lightâ¦
We see a figure in the dark
(Dark) Corners of our very own thoughts
(Thoughts) Are full of hope and pain (or they're same?)

[Chorus:]
As I Quest For Spirituality
I see the lightâ¦
The halo of the dark inside
As we search for the end to all of this 
We fall deep into pit we made for itâ¦
We close our eyes to our doom
And thus we fall more and more deep inâ¦

As my quest draws furtherâ¦
My spirit moves backâ¦
My pain is replacedâ¦
As my spirit moves to its roots
Grown with seeds of despair
I move a step closeâ¦

[Chorus:]
As I Quest For Spirituality
I see the lightâ¦
The halo of the dark inside
As we search for the end to all of this 
We fall deep into pit we made for itâ¦
We close our eyes to our doom
And thus we fall more and more deep inâ¦
Guided by the disguisedâ¦
Guided by misery
Guided by failure
Guided by lust

[Chorus:]
As I Quest For Spirituality
I see the lightâ¦
The halo of the dark inside

"
Metal,Acrimonious,Angel Withdrawn,"Where voids open and the fathomless lurk
crawling like the spawn of celestial incest
an angelic death rattle rolls like thunder across earth
so foul is the sight, so pure is its essence
Open your soul, submit and withdraw
For (after all) of what use are those sinful limbs and mind?
And know the mystery of a hidden poison
that shall make man the murderer of god

The floodgate shall be opened by the sign of castrated will
and break those cursed knees for you'll never rise them again
Slither like a serpent forth over cadavers of heavenly hosts
Destroy and rebuild thyself and become but a brick for His Throne.

Where circles close and the faceless yearn
through chasms within to cleave the nucleus
For (after all) of what use are thine name and form
Each breath is a sin, and a mockery each heartbeat
For never again shall that crawling infant
(risen from divine ejaculation) walk the soil
The thunder breaks the ground, the pulse is dead
'The mountains shall sink and the depths ascend'

Now see the clouds open, by the sign of dethroned life
Tear out those cursed eyes, for you shall have no more use for sight
The poison breaks the floogates burying the cadaver of god
turn your face towards the faceless
open your soul, submit and withdraw.

Let us leave these fruitless lands and never to return
Let us murder all our offspring and let all bridges burn
Let us swallow the demon blood and be swallowed by the deeps
where the voids open (for all) and the fathomless feeds

"
Metal,Damnation,Might Returns,"[lyrics: Les]

Dark edifice shrouded in the thick mist
Walls covered with shadow bathed in the purple of the sun
Master's throne wrapped in the attire of the ancient lords
Might returned to the old bewitched gates
Standing on the hill of truth
I reach out towards the abyss
Wind tousles my body
I feel the ancient power
Wild sea waves strike with crash against the walls
Power of nature unveils its mighty face
Let us be carried away by the force of element
Flesh, blood, lasting and death
Might returns
False symbols burn
Fire whirl devours
What the weak worshipped
In the times of darkness and deceit
so hope this will help you a bit nice site keep on going!




"
Metal,Melvins,Nude With Boots,"Beneath the shade
We want to show you
Billy is safe
Cool as the holy ghost 
What do we hate
Give back the shows
Billy is sane
Cool as the holy holy ghost 
Release the shade
We aren't no suckers
Billy is safe
Cool as the holy ghost 
What do we hate
Give back the shows
Billy is safe
Cool as the holy holy ghost

"
Metal,Acrassicauda,Message From Baghdad,"As I grew bounded to my fate
Rewinding the wounded memories I gained
So weak I can hardly breathe
So sick of their lies, tired of deceit

Is god's will or just a lie
People live and others die
Never had the chance and they never will
Forever doomed as I wonder why

Dead bodies walking coffins
Caged souls locked in prisons
They might forget, but still unforgiving
Fearless zombies walk among the living

Is god's will or just a lie
People live and others die
Never had the chance and they never will
Forever doomed as I wonder why

"
Metal,Awaiting The Apocalypse,Mhald,"We take this journey, this road now so familiar
We've driven it 100 time, we'll do it 1000 more
Every turn and curve, I know better than myself
This is our lives; this is who we are....
Everything is changing, is it for better or worse?
The plants are growing, buds will blossom then burn
4, 5, or 6, or your best shit,
Wrap it up, I'll flip it and see you in 10 days
See you in 10 days
That's when you'll get paid
The sweat builds on your palms
This venture is dark and long
Filled with danger and with bomb
The miles roll on and on
Lights flash red and blue
They're coming after you
There's nothing left to do
Pull the car over and face the truth
It's over, they've got me, I think as I am stopping
They'll take me far away, lock me into solitary
It's over, they've got me, I think as I am stopping
They drove by and my heart sighed, I thought
I was gonna die
We make this, we take this
A journey into the heartland
Fuck no, they won't get me
I will always get off scot-free
Until the day they take from me
What is most precious, being free
And if that happens I'll rip out your fucking throat

Benjamin Modlin â Bass
Danny Capps â Drums
Jon Loane â Guitar
Marcos Silva â Guitars
Tyler Edwards â Vocals




"
Metal,Zandelle,Flames Of Rage,"Rage inside growing strong, taking hold of me

Inner beast crying out, fury breaking free


Hunger, yearning

Fire burning

Fury growing

Passion flowing


Detestation is all I Feel

Utter loathing for you

Hatred growing every day

Absolute, pure and true


Just the mere thought of you fills me with disgust

I find you insufferable, for your death I lust


How I detest you

You bring out of my hate

Abhorrence, revulsion

I will seal your fate


You're the creator of my detestation

You made me what I now am

This is all your fault, you bare the burden

That is why you I now damn


I was once filled with joy and harmony

You've brought me suffering and misery


Detestation is all I Feel

Utter loathing for you

Hatred growing every day

Absolute, pure and true

"
Metal,Zao,Hide From The Light,"Melt your eyes
On the light pouring forth from the seam
Hypnotized
Like a moth in the mouth of the flame
Choose your side
Two rival schools whose dogmas collide
Learn your lines
Speak with conviction be callous and bold

The light will tear us down, infecting what we hear and see
We shall be rebuilt using divisive ideology

Now gather the wood for a stake and a pyre
Bring forth the rope and bring forth the fire
Demonize that which we've been taught to fear
Our enemy's screams will be lost in our cheers

Close your eyes
Roll them back and walk through your mind
Close your eyes
Roll them back and take off your disguise

And hide from the light




"
Metal,Melvins,Let It All Be,"When did it begin?
And will it ever end?
The way you take the muscle from the song
And kinda swing it
You lay it on
And I ain't one of your friends
You're losing all the green
And now you say it
Now why would that be me?
And why would I agree?
To keep it in my head
And what you think is cold
It's the nature of my soul
Sorry man,
I ain't gonna be told
Let it all be.

I wonder why
you put this on me
I speak my mind
Its sorta funny
I'm violent with the hands in my head
They kinda move
But movin' gets me nowhere
Now you can all decide
And you can tell your lies
But who you call your friends
And what you think is cold
It's the nature of my soul
Sorry man,
I ain't gonna be told
Let it all be.

""I stood there in the middle of the...
...if I could see anything but all I could see was...
beer...a collectible...(I'm a bookworm)...
...$450 a room where I stayed......
...Nazi's...my life nothing ever prepared me for...
...since my...moved in...
...not to take pity on a poor soul
and I haven't since once spilled beer but now I have...
...I've never seen...addicted to my super beer...
have a proper ending
it's ended.""

Tangle it in the ends
Heart in hand
Lookin' for the blood
Of the White Man
Lookin' for the day
When I can be an Indian
After all this time
I get my revenge
But I, I ain't no Indian
I have to kill
With what I can
Dream of their fall, dream of their death.

"
Metal,Melvins,Spread Eagle Beagle,"[Instrumental]




"
Metal,Melvins,2 Pencil,"Number two pencil inside me
Half the lead is lodged deep in my hand
Lick your tongue
Flat on the glass, leave
Smell the smell of peepee on this

Roll your hand, chop off your fingers
And ease the pain intravenously
Coward this, call this a lan???
To be used at your convenience
Convenience
Convenience

"
Metal,Zargof,Departure For The Cosmic Twilight,"[Lyrics: Bellhharar Belphegor / Music: Bergelmir]
[Arrangements: Fenrir ViernÃ¶vich]

After a night of obscurity
Fighting on behalf of my nebula
I witness the silent departure
Of the cosmic twilight
For the temples where I reject myself
Souls shout for my name

Through screams and wailings
With your spectre in ember
Mirrored by the lost blood
In the reflex of nostalgic crystal

As in a suffering scream
As in the hope that outlines my spirit
As in the tireless departure
As in the cosmic twilight

Walking for the Yggdrasil darkness
For the lands of Midgard
Untouchable he stays
As the warrior's scar after the battle

In the middle of the frozen landscape
The princess of my mortal nightmares
Through screams and wailings
With your spectre in ember

Possessor of my powers is made
And all my destiny disagrees
I feel the majestic presence
And I am going to the search of the suffered death

In your wrinkled hands that make to feel cold for the forest
To penetrate my face and to arrive in my spirit
In your white and pale skin
I see the tone of the twilight after your death

"
Metal,Melancholy Pessimism,Negative Thoughts,"The world where the evil rules

The world where negative is positive

Filth and scum are the icons of purity.

Wasting time searching for feel of security.

Naivity knocked you down

Evil thoughts manipulate you

Life is hard - so fight!

Search where you haven't found anything

negative feelings dimminish your sight.

Life is hard - so fight!

Naivity knocked you down

Evil thoughts manipulate you.

Don't let your surrounding where evil rules to manipulate you

When world is dirty and environs is ill

Stay upright forever

When life is hard - so fight!

"
Metal,Dantesco,Dantesco,"Un verdadero valle de lagrimas
Lago de sangre, los cisnes han
Muerto
Una pradera de flores
Marchitas
Cubierta de cuerpos, podridos
Por el tiempo

Sobresale en esta coral de
Llantos
La risa burlona de la muerte
Perros y cuervos de sangre
Saciados
De sombrios ojos, de carne de
Gente

En filas, se llevan mis seres
Amados
Aspiran, la muerte...
Los han masacrado

Dantesco paisaje dantesco

El angel de la muerte pasea por
Aqui

De la mano de la muerte voy a
Mi fin
Infierno paisaje dantesco

Toda esperanza perdida esta
A las puertas del averno, toca
Mi realidad
Entrando al valle de la
Desolacion
Sentado en su trono esta su
Majestad

"
Metal,Acid King,Full Reverse,"
"
Metal,Melvins,Hospital Up,"
"
Metal,Zeraphine,Flieh Mit Mir,"Kalte Sonne, schon tausend mal bist Du erfroren
Wirst Du mich finden, warum suchst Du nicht in Deinem Kopf
Und alle schweigen, niemand hilft Dir, diesen Weg zu gehen
Kannst Du ihn finden, oder bist Du nicht bereit
Bleib nicht stehen (geh' nicht wieder zurÃ¼ck)

Und wieder warten, alte Wunden brechen mehrmals auf
Und dennoch zÃ¶gerst Du ...
Geh nicht zurÃ¼ck, bleib nicht stehen

Flieh mit mir - ein letztes mal

Schwere Stille - Dein Blick ist starr, verdunkelt mich
Das Licht erloschen, jeder trÃ¤gt sein altes Gesicht
Lass uns endlich Ã¤ndern, was ewig gleich geblieben ist
Wozu noch warten?
Geh nicht zurÃ¼ck, bleib nicht stehen

Flieh mit mir - ein letztes
mal

"
Metal,Dangers,El Segundo Blue Butterfly Habitat Preserve,"I've seen the jet planes crash
And oil tankers galore.
I've seen Mexicans in boxer shorts
With pacific ocean pompadours.
I've seen gay penguins fuck
And bison roam through golden gates.
Seen dogs die on my welcome mat.
Seen my best friend's girlfriend masturbate.
I've seen half-empty beds
(What good are dreams?)
I've seen friends stuck with mortgages
(What good are dreams?)
(What good are dreams?)
(Good for nothing)
I've seen men make more out of dreams
(What good are dreams?)
(Good for nothing)
Than dreams'll ever make of them.
Clearly, wearily
Life is but a scheme
Where you say there's
Blue butterflies
Where blue butterflies have never been.
Some with Uncle Sam
Me?
My uncle Rick:
All I see is scattergoods
And all I smell is shit.
What good are dreams?
What good are dreams?
What good are dreams?
What good are dreams if they come true?
What good are your dreams?
He says, what good are your dreams
What good are your dreams
If all your dreams come true?




"
Metal,Melissa,Distraught With Grief,"Rain filled the sky
Birds and clouds scattered in pools
Death is always right
You knew it but told me nothing

[solo : N.T.]

It broke my peace
Crying sky under my feet
Interfere with my ease
Your agony stays forever
In my heart

Walk barefoot on pools
Dreams of your caress
Flatter myself with hope
I am distraught with grief

"
Metal,Zero Hour,Metamorphosis Ii Awaken,"The creature stirs and slowly lifts its head

Not knowing whether it's alive or dead

It sees it's reflection but cannot believe

That the thing it sees before it has not one but two bodies

I can feel you we seem joined at the spine

So this is the reason they hid their crime

Are you just a part of me or can you hear my call

We must break free my silent twin and amaze them all

Rise

We can if we try leave this hell we share

To leave to break free to get somewhere

The deed is undone and the surface awaits

But she fell from his grasp as the earth began to quake

Deeper she fell until out of sight so he was left alone to face an eternal night

"
Metal,Zanister,The Shades They Color Thee,"Be not afraid make your display
Tearing down the fence like there is no enclosure
Strong in the mind never fall back in line
Take in every breath like you are moving in closer
Ooooaaaoh you were born with it
Ooooaaaoh can't he torn with it

I see it, within my eyes
Believe it, FREEDOM

Oohhh, ripen through all, cut like a saw
You're always out in front cause there is no direction
Breathe in the air, give up your cares
Heal yourself from others and all there infection
Oooooaaaaooh YOU WERE BORN WITH IT

[Chorus:]
We all should not bleed, so we can survive
Waiting to be tree
We wait to be alive, we are simply all
Children that are tree, it doesn't matter what
Shades they color thee, Shades they color thee
Shades they color thee, Shades they color thee

Be not afraid, cut like a blade
The color of your skin should not be an opinion
Be strong in your mind, never fall back in line
Stand on your own ground and defend your dominion
OOOaaaaaoh YOU WERE BORN WITH IT!

I see it, within my eyes
Believe it, FREEDOM

[Chorus]

"
Metal,Melancholy Pessimism,Desperation Of Homeless,"The ultimate desperationInside emptyness

Subhuman isolation

On edge of society

Troubled existence and total indolence

of all these hungry homeless

With no justice with no food

Searching something for the point of living.

We are at the end of second millenium

and we are being fucking of pressed

Hunger, dirt, infections, rats.

Crying, death, insanity, stench.

This is a scorn so where have

all the equal rights gone?

Everybody is watching it

without any conscience or remorse.

Is there anybody who gives a fuck about

the tremendous desperation

and sorrow of this people?

"
Metal,Melancholy Pessimism,Christians Totality,"To me came some fellow

On the chest he had the Christ

He told me - boy go with us

But I told him - No!

And that Christian began threaten

Your childs will have a bitter life

What's about you we don't bury you

after your death


Everything look so

that heaps of corpses

Will be on the dumps

And among they I will be

my wife and our childs


Christians totality!


Carry on my chest the Christ

from that time

But by head down I'm atheist

I want to all know this

And I beg for you

To don't admit new totality!


Totality!

Totality!

"
Metal,Zeromancer,God Bless The Models,"Love Love Love
makes you blind blind
Lies Lies Lies
tear you down

Plenty of time when you're dead
to be the perfect girl
There's plenty of room in your bed
to make a perfect world

Out of a fucked up head
comes a perfect girl
Out of a fucked up head
one perfect world

I want to fall a million floors
I'm gonna breathe through open poors
I'm gonna scream out open doors
God bless the models 

Time Time Time
makes you learn learn
that love love love
you will have to earn

Out of a fucked up head
comes a perfect word
Out of a fucked up head
comes a perfect world

I want to fall a million floors
I'm gonna scream through open doors
You'll make the headlines when you die
God bless the models

Out of a fucked up head
comes a world of lust and greed
Out of a fucked up head
comes a life of luxury

I'm gonna be there when you die
Don't cry
cause God bless
the slave slave slave to fashion

"
Metal,Damnation,The Land Of Degradation,"The last battle, the god's fall
Colliding legions of hate, all against all
Carried away by possessed wave
Bloody madness

Extermination
No winners

Absurd horror, dying without consciousness
United in fear, massacre in blood
In blasphemous rapture, wasted senses
Apocalypse of merciless rulers

Extermination
No winners

On the edge of times - HATE
Existence died - CALM

[lead: BART]
[lead: LES]
[lead: BART]

Darkness unite in brightness
The next abyss is coming
Crushed faces, fire and torment
The last battle... AGAIN!!!



"
Metal,Daniele Liverani,Let Me Live,"[Apikor &amp; main choir] Surprised? Here I am!
[Main choir] No! This time you won't escape!
[Apikor &amp; main choir] Surprised? Here I am!
[Main choir] Your run has come to an end!
[Apikor &amp; main choir] Surprised? Here I am! I'm ready!
[Main choir] For the last fight!
[Apikor &amp; main choir] Surprised? Here I am!
No! This time you won't escape!

[Apikor] Now that you're in front of me tell me how could you do that?
Tell me why you've helped that human?
Use these moments that you've left as a chance for you to explain
did you help that human escape?

[Twinspirit n.32 &amp; main choir] Please let me live
[Twinspirit n.32] He's trying to bring back the prince to his reign!
[Twinspirit n.32 &amp; main choir] If you kill me
[Twinspirit n.32] You'll kill his dream!
He will not get him back!

[Apikor] What you are saying is so crazy and insane!
No! I won't wait! You will be terminated
you will die! Die! Yeah!

What you've done has no excuse
you have broken all the rules
you've been twisting your own nature!

You know, you should have put yourself
in the hands of Dream League Force
why did you escape from their raid?

[Twinspirit n.32 &amp; main choir] Please let me live
[Twinspirit n.32] He's trying to bring back the prince to his reign!
[Twinspirit n.32 &amp; main choir] If you kill me
[Twinspirit n.32] You'll kill his dream!
He will not get him back!

[Twinspirit n.32] He's got the proof!
He'll show them what really occurred!
So till then please...
[Apikor] This time you'll be terminated!
[Twinspirit n.32 &amp; main choir] Let me live!
Let me live!
Let me live!
Let me live!
[Apikor] No! I won't!

[Main choirs] Good bye! Now you'll die!
[Twinspirit n.32] Let me live!
[Apikor &amp; main choir] Your life is going to end!
[Main choirs] Good bye! Now you'll die!
[Twinspirit n.32] No!
[Apikor &amp; main choir] It's time for your last goodbye!
[Twinspirit n.32] No! No!

[Twinspirit n.32] He's got the proof!
He'll show them what really occurred!
So till then please let me live!
Oh please!
Let me live!
Oh please let me live!
Please!
Let me live!
Oh please let me live!
Let me live!
[Twinspirit n.32 &amp; main choir] Let me live!

[Storyteller] Genius was actually hearing his mother's voice calling him from reality. He was nearly waking up. Showing great determination, he started to run ravingly towards the Kingdom's jails. He had the chance to redeem his mistakes in his hands. His friend's memory was in his mind and the pain for his departure was increasing. However, he kept on running till he arrived at the European Kingdom. Soon he was captured and brought to the European Senators council. He was going to try again the difficult task to demonstrate Mc Chaos' innocence, but this time he had proofs stored inside the memory support given to him by his twinspirit.

"
Metal,Azure Emote,Dementia (Reflections Of The Elderly And Infirmed),"What is morality? Realism or Pessimism...stripped of passion.Alive. Nothing but chemical. Every animal can smell its own distinction...extinction.

Ryan Moll â Guitars, Bass
Mike Hrubovcak â Vocals, Electronic Arrangements, Samples, Keyboards, Drum Machine, Flute, Maracas, Straw, and other
Patrick Battaglia â Drums




"
Metal,Zeraphine,Wenn Du Gehst,"Deine Blicke wandern ziellos im Raum umher
Du liegst schon lange hier
Und atmen fÃ¤llt so schwer
FÃ¼r einen Augenblick fÃ¤llt Licht auf Dein Gesicht
Doch die Wolken sind zu schnell fÃ¼r Dich

Wenn Du gehst
Kehrst Du nie zurÃ¼ck
Aus Deiner Welt
Unfassbar schÃ¶n

Wenn Du gehst
Bleibt ein Teil zurÃ¼ck
Und nie erlischt
Dein Stern fÃ¼r mich

Und die Erinnerung an lÃ¤ngst vergangene Zeit
ZerklÃ¼ftet unser Hirn und unsere Ewigkeit
Der Kampf ist lange schon verloren, die Zeit steht still
Von Dunkelheit bist Du erfÃ¼llt


Thanks to inferis2k3 for sending track #6 lyrics.


"
Metal,Mekong Delta,Dreaming,"[R. Hubert]

"
Metal,Acrania,Susceptible To Retinal Reprogrammability,"So, let me brainwash you.

Inhale the fetid lies I force down your fragile throat.

Dissecting synapses and shedding dreams.

Under the weight of my pixelated seams, the gutter wreak of decomposing intellect and...

As I subtly hypnotize you you're perplexed in awe of this machine.

You pathetic and distracted waste of a creation.


Why not open up your uninspired eyelids to the truth, look at proof of the filth you perpetuate so precisely.

Intellectual decline is an angel to the disconcerting leaders of a disappearing planet as they secretly conspire, to force feed you the...


Lies I force down your fragile throat, you're led like cattle to the slaughter-couch.

Take a seat and prepare for lobotomy.

I'm like a skilled surgeons defective hand, oh fuck it let's all go consume.


Bombarded with unimportant technology, fucking buy it!

Celebrity infatuation.

Beauty, plastic surgery, you're too fucking fat.

Smoke this, don't smoke that, now pay us money for this pointless patch.


SIT THE FUCK DOWN AND TUNE IN!

Entertainment drooling from your open mouth.

Seeding, feeding.

My empirical static draws you closer, entertainment drooling from your open mouth.

Seeding, feeding.


GRRRRRRRRRRRRR!

You better get beautiful.

To the soothing tune of misinformation.

You better keep serving.


Grind, sleep, grind.

Consume and pay the...

War led system as it marches, arms wide open, acceptant of hypocrisy.

Led by corrupted puppeteers, choking murder.

An uninspired hierarchy of liars sitting on thrones made of spare tamed intellect and...


Something save us!

Nothing can save you.

From this corrupt...

Shut the fuck up, watch the latest headlines cattle. Everything will be ok.

What about the poison in our water supply, wars for oil, false flag attacks?

Shut the fuck up now, hush why don't you go back to sleep? Everything will be ok, listen to your TV!

Maybe I should just sit down and watch an episode of bullshit?


Take a seat and watch your life unfold as you do nothing but save up for a house with a car and that lush car from the Ad before you curl up, tune out, DIE!


DON'T DARE TOUCH THAT DIAL!

So, you've fulfilled lies saturated on your lifeless corpse.

A wad of worthless money tightly clutched in one hand.

And in the glow of my pixelated stare, you see this program's drawing to an end.

And I've dissected synapses and shed your dreams, they've been precisely extracted from your head.

And you lapped up your decomposed intellect.


Everything will be OK, I'll just sit down and watch some bullshit.

"
Metal,Melvins,Clipping Roses,"I know check the feeling in me
Watch a bloody ending and it's fatal to see

Violence is speed, to whither and die
Cooks your goose and chicken, find flowers to buy ya.

"
Metal,Acrimonious,The Sloughted Scales Of Seperation,"How did it come to pass
That Thine call met my ear?
A roar shot forth before the dawn of Time
Piercing the veils once spun
in the war between hope and fear
When stars where fixed and Nothingness defined

But within the grisly cavern, that horrid blackened tomb
Buried was the word unuttered, Sophia's fallen stone
Encircled by the Viper, who's secret is but its dread
For its venom is the elixir and the diamond is its egg

O terrible glamour! O alluring devilish fruit!
That has grown from the tree, which crown is its root
And sprung from Thine holy body, and watered by Thine holy blood
That we all might become as foolish as the gods

How did it come to pass
That the moon rose from the Sea?
And Death dressed itself as a beauteous bride
Who is paradox perfected
Curled in the greatest of mystery
As She's born into that which She defies

So I set to search upon the wildest of all trails
The old serpent's back, that leads to the Abysmal grail
Yet the riddle was cast between the without and the within
For where does the tail end and the hungering fangs begin?

Thine twisted shape bewilders, in constant flux and swirls
And the endlessness of the ocean conceal an unseen pearl
That shall engulf the seeker, like the moth within the flame
For the caller and the called was all but the same

"
Metal,Zemial,Sleeping Under Tartarus,"Screaming blasphemous names
In the nocturnal wind
Carving the eternal seals
Invoke the ancient kings

In the freezing vast desert
I spill my blood upon the altar
I summon the dragon of chaos
I bow down before thee and hail

Blazing crown of the night
Hath fallen to our possession
Ishnigarrab shall walk
Through the rays
Azagthoth is rising to his feet

Mighty priest awakes
From the eternal dark depths
Of thousand millenniums of sin
Deluge to the kingdom of infidels

Reign of the forgotten
All we disciples rejoice
At last the rebirth of the cult
Revenge burns in our veins

"
Metal,Mekong Delta,Heartbeat,"[R. Hubert, R. Hubert]

In the shadow of our industry
we constructed all these big machines
symbolizing what we want to be
superpowers of insanity 
Accepting all of this bureaucracy
content to be another wannabe
obscured by all of this complexity
consumed as fuel for even bigger dreams 
Little voices saying please sign here
you know these children are too young my dear
and the endless sound of moving parts
replaced the rhythm of their strained hearts 
While the wheels continue turning
We still believe in sold out learning
in the center are these blinded eyes
masked by a melted fire out of ice 
Answers finally came to me
inside a plastic strawberry
Creeping through your cancered skin
Remember that your life is a sin 
Lost like a heartbeat
we will never hear
Caught by the house of coldness
we all fear
And in our blindness we can't see
the ghost of all we used to be 
In the daylight of our destiny
Swimming in reflected vanity
So you smoke another cigarette
One more thing in life that you'll regret 
While the wheels continue turning
we still believe in sold out learning
in the center are these blinded eyes
masked by a melted fire out of ice 
Lost like a heartbeat
we will never hear
Caught by the house of coldness
we all fear
and in our blindness we can't see
the ghost of all we used to be

"
Metal,Dangers,"(Messy, Isn T It)","[Instrumental]
"
Metal,Zero Hour,Reflections,"ALL I NEED NOW IS SOME GOLDEN WINGS THAT I MAY FLY
BUT IT DROPS DOWN ON ME THIS WEIGHT OF TIME
AND THE PAIN IN THEIR EYES
I CRAWLED ALONG MY CRACKED AND NARROW PATH
AND SAW MY REFLECTION IN SOME BROKEN GLASS
IT WAS BLOOD RED BLOOD RED AND IT SAID
THAT THE YEARS THEY STAY AND THEN MOVE ON
AND LIKE YESTERDAY YOU HAVE COME AND GONE
YOU REACHED AN END
BUT I KNOW THAT EVEN THOUGH THERE IS SUMMER
THERE IS ALSO A FALL
THE COLD WILL STAY THE WARMTH WILL LEAVE (WHISPERS)
IF TO LIVE IS TO SIN THEN THIS MUST BE DONE
FOR WHATEVER YOU DO IS EVIL TO SOMEONE
BUT IT'S KILLING ME IT'S KILLING ME
SO I'M HEADED OUT TO THAT ROAD THAT WINDS FOREVER AND EVER
BUT IT DROPS DOWN ON ME THE WEIGHT OF TIME
AND THE PAIN IN THEIR EYES
STANDING HERE ON MY FREEDOMS SHORE
THERE IS NOTHING LEFT THERE IS NOTHING MORE
THAN TO RISE SO HIGH AND THEN TO FALL
SOME SONGS ARE PRAYERS AND THIS ONE PRAYS
""IT IS BETTER TO LIVE FREE FOR A MOMENT THAN A
SLAVE FOR A DAY""
SO JUST FADE AWAY
FADE AWAY
FADE AWAY

[Music: J. Tipton &amp; T. Tipton]
[Lyrics: E. Rosvold]

"
Metal,Melancholy Pessimism,Back To The Nature,"Hectic way of life

Machines and computers make our brains blocked

Let's get back to nature

Let's get back to our lifes.

Rediscover love, let's go to paradise

It's fast breeding, it's fast growing

That's fast extinction of brain.

Breeding, growing - dying

Clothings and properties

turn us into enemies.

Is there anything to envy

on a naked human body?

We destroy everything around us

only for our own mammon

Stop - let's get back up in the trees!

Back to human being

Let's get back to nature

Back to human lifes.

It's fast breeding, it's fast growing

That's fast extinction of brain.

Breeding, growing - dying

"
Metal,Zao,The Children Cry For Help,"no eyes have seen.
no ears have heard.
no mind has perceived
what God has prepared for those that love Him.
multitudes behold His glory
and give praises for what He has done.
in the time of need the children cry for help.
many searching for a void to be filled,
while in stride they fall to their face in
tears or laughter
after the release of His abundance.
has His unfailing love vanished forever?
has His promise failed for all time?
has God forgotten to be merciful?
has the anger withheld His compassion?
Jesus, my Lord and Savior,
though my mind wonders of what i
have not seen, heard, or conceived,
i will turn my focus to You.

"
Metal,Dantesco,The Conqueror Worm,"LO! 't is a gala night
Within the lonesome latter years
An angel throng, bewinged, bedight
In veils, and drowned in tears
Sit in a theatre to see
A play of hopes and fears
While the orchestra breathes fitfully
The music of the spheres

Mimes, in the form of God on high
Mutter and mumble low
And hither and thither fly
Mere puppets they, who come and go
At bidding of vast formless things
That shift the scenery to and fro
Flapping from out their condor wings
Invisible woe

That motley drama â oh, be sure
It shall not be forgot!
With its phantom chased for evermore
By a crowd that seize it not
Through a circle that ever returneth in
To the self-same spot
And much of madness, and more of sin
And horror the soul of the plot

But see amid the mimic rout
A crawling shape intrude
A blood-red thing that writhes from out
The scenic solitude!
It writhes â it writhes! â with mortal pangs
The mimes become its food
And over each quivering form
In human gore imbued

Out â out are the lights â out all!
And over each quivering form
The curtain, a funeral pall
Comes down with the rush of a storm
While the angels, all pallid and wan
Uprising, unveiling, affirm
That the play is the tragedy, ""Man,""
And its hero, the Conqueror Worm

Erico ""La Bestia"" Morales: Vocals
Joel Carrasquillo: Guitars (lead)
Mawie: Drums
Enrique Ov Khaos: Drums
Raly Vega: Bass
RamÃ³n de JesÃºs: Bass, Guitars, Guitars (classical)


"
Metal,Acrimonious,The Hollow Wedjat,"I am the Word without the force of lungs
Without Lips and Breath and Cords and Tongue
Echo me unto Moriah's Mount
A Blade without hinders, a Dawn without a Sun

The edge of the West is as sharp as the East's
Yet I'm the Voice that know neither Heights or Deeps
Carry me unto Sinai's peaks
Knowledge beyond letter or divine speech

Who shall defy me, when Defiance am I?
And who to mute me, when the Silence is mine?
Seek me and seize me thou who speak without sound
The Judgement that no Law has found

Bare me unto Kurun HattÃ®n
A Topheth to pity, a Gehenna to sin
Blow me unto Golgotha's top

Where the fallen angel has risen up!
Removing the Aeons on his death-silent route
Ascending on the wings of Malak al-Maut
And reaching the summit of Meru the High
To unite the Void with both Earth and Sky

I am the Word without the force of Lungs
Without Lips and Breath and Cords and Tongue
The eye of the Hawk stares Hollow and Blind
And so Moves the Voice that no Thought can Bind!

"
Metal,Damnable,Unreal Telepathy,"The picture of transmission is so alive
To create the vision of the other side
The imagination impossible to talk about
Of immaterialized Heavens
And very basic harm
For natural human structure
This is the sense of speaking
The vital energy and idea
The oldest times and beings
How realistic the truth might be
When You transform it by
Your psychic powers
Our aims will prove
The visions, realism and sound
Melted in the waves of thinking...
How realistic the truth might be
Our aims will prove
How realistic the truth might be
Our aims will prove realized dreams.

"
